S.NO,ZONE ,DISTRICT,CLUSTER,SCHOOL NAME ,BOARD,STUDENT STRENGTH,PRIORITY,CORRESPONDENT/ PRINCIPAL,MOBILE NUMBERS,AREA,Procurement Month ,Lead Status,Last Visit,Next Follow-Up,Assigned Canvasser,Expected Order Value,Remarks
,,,,Pachamuthu Matric Higher Secondary School,Matriculation,,,,,Salem Main Road,,,,,,,
,,,,The Dawn Matriculation Higher Secondary School,Matriculation,,,,,Salai Vinayagar Koil Street,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,Avvaiyar Cluster,Avvai Vidhyashram Public School,CBSE,,,,,"Jadayampatti, Morappur",,,,,,,
,,,,Sri Vijay Vidyalaya Matric Higher Secondary School,Matriculation,,,,,Pennagaram Road,,,,,,,
,,,,Pachamuthu Matriculation Higher Secondary School,Matriculation,,,,,Salem Main Road,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Pennagaram Main Rd,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Salai Vinayagar Kovil St,,,,,,,
,,,,The Dawn Matriculation Higher Secondary School,Matriculation,,,,,Salai Vinayagar Koil Street,,,,,,,
,,,,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Sri Siddhi Vinayaka Matriculation School,Matriculation,,,,,Dharmapuri Town Link,,,,,,,
,,,,Seventh Day Adventist Matric Higher Secondary School,Matriculation,,,,,Opposite Collectorate,,,,,,,
,,,,Chutty Kidz International Dream School,Play / Primary,,,,,"Kumarapuri, Bharathipuram",,,,,,,
,,,Solakkottai Cluster,Sri Vidya Vikas School,Matriculation,,,,,Solakkottai Town,,,,,,,
,,,,Kamarasar Matriculation School,Matriculation,,,,,Krishnapuram Link,,,,,,,
,,,,Sri Bhakiyam Vidhyalaya,Matriculation,,,,,Solakkottai Area,,,,,,,
,,,,Sharon High School,Matriculation,,,,,Solakkottai Rural,,,,,,,
,,,,Ms Vidhyalaya Nursing And Primary School,Matric (N&P),,,,,Naickanahalli Road,,,,,,,
,,,,Sri Balaji High Tech School,Matriculation,,,,,Solakkottai Town,,,,,,,
,,,,Baarath Matriculation School,Matriculation,,,,,Solakkottai Region,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,Sri Vijay Vidyalaya Matriculation Higher Secondary School,Matriculation,,,,,Pennagaram Road Link,,,,,,,
,,,,Kamalam International School,CBSE,,,,,Palacode Road Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,"Pennagaram Main Road, Sogathur",,,,,,,
,,,,Variyar Higher Secondary School,Matriculation,,,,,Sogathur X Road,,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844",,,,,,,
,,,,School Name,Board,,,,,Area,,,,,,,
,,,,Kamalam International School,CBSE,,,,,"Palacode Road, Kamalam Nagar",,,,,,,
,,,,Sri Annamalaiyar Matriculation School,Matriculation,,,,,Hale Dharmapuri,,,,,,,
,,,,Sri Viswabharathi Matriculation Higher Secondary School,Matriculation,,,,,"A.Gollahalli, Annasagaram",,,,,,,
,,,,Pachamuthu Matriculation Higher Secondary School,Matriculation,,,,,Annasagaram Link,,,,,,,
,,,,Krishna Vikas Matriculation School,Matriculation,,,,,Hale Dharmapuri Area,,,,,,,
,,,,Kamarasar Matriculation School,Matriculation,,,,,Thokkampatti Link,,,,,,,
,,,,Variyar Higher Secondary School,Matriculation,,,,,Sogathur X Road Link,,,,,,,
,,,,Auxilium Matriculation Higher Secondary School,Matriculation,,,,,Sogathur Road Link,,,,,,,
,,,,Sri Vinayaga Matriculation School,Matriculation,,,,,Hale Dharmapuri Region,,,,,,,
,,,,Chandhini Nursery And Primary School,Matric (N&P),,,,,Hale Dharmapuri Town,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,"Pennagaram Main Road, Sogathur",,,,,,,
,,,,SASSI Gnanodaya Academy CBSE,CBSE,,,,,"Krishnagiri Main Road, Souloor",,,,,,,
,,,,The Dawn Matriculation Higher Secondary School,Matriculation,,,,,Salai Vinayagar Koil Street,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram",,,,,,,
,,,Sandaipetai Cluster,Sri Vijay Vidyalaya Matric Higher Secondary School,Matriculation,,,,,"Pennagaram Road, Sandaipetai Area",,,,,,,
,,,,Sri Vijay Vidyashram Senior Secondary School,CBSE,,,,,Salai Vinayagar Street,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,The Dawn Matriculation Higher Secondary School,Matriculation,,,,,Salai Vinayagar Koil Street,,,,,,,
,,,,SASSI Gnanodaya Academy CBSE,CBSE,,,,,Krishnagiri Main Road,,,,,,,
,,,,Pachamuthu Matriculation Higher Secondary School,Matriculation,,,,,Salem Main Road Link,,,,,,,
,,,,Sri Siddhi Vinayaka Matriculation School,Matriculation,,,,,Dharmapuri Town Link,,,,,,,
,,,,Chutty Kidz International Dream School,Play / Primary,,,,,"Kumarapuri, Bharathipuram",,,,,,,
,,,,Little Scholars Pre School,Play / Primary,,,,,Kumarasamypet Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,"Pennagaram Main Road, Sogathur",,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Old Hosur-Adhiyamankottai Road,,,,,,,
,,,,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844",,,,,,,
,,,Mukkalnaickampatti Cluster,Adhiyaman Matriculation Higher Secondary School,Matriculation,,,,,Mukkalnaickampatti Town,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Mukkalnaickampatti Center,,,,,,,
,,,,Siva Matriculation School Link,Matriculation,,,,,Mukkalnaickampatti Region,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Mukkalnaickampatti Rural,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Pennagaram Main Rd Link,,,,,,,
,,,,Sri Vijay Vidyalaya Matric Higher Secondary School,Matriculation,,,,,Pennagaram Road Link,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Old Hosur-Adhiyamankottai Road,,,,,,,
,,,,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram Link",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area Link,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844 Link",,,,,,,
,,,,Variyar Higher Secondary School,Matriculation,,,,,Sogathur X Road Link,,,,,,,
,,,,Auxilium Matriculation Higher Secondary School,Matriculation,,,,,Sogathur Road Link,,,,,,,
,,,,Sri Annamalaiyar Matriculation School,Matriculation,,,,,Hale Dharmapuri Link,,,,,,,
,,,ZPHS (G) Cluster,Sri Vijay Vidyalaya Matric Higher Secondary School,Matriculation,,,,,Pennagaram Road,,,,,,,
,,,,Sri Vijay Vidyashram Senior Secondary School,CBSE,,,,,Salai Vinayagar Street,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,The Dawn Matriculation Higher Secondary School,Matriculation,,,,,Salai Vinayagar Koil Street,,,,,,,
,,,,SASSI Gnanodaya Academy CBSE,CBSE,,,,,Krishnagiri Main Road,,,,,,,
,,,,Pachamuthu Matriculation Higher Secondary School,Matriculation,,,,,Salem Main Road Link,,,,,,,
,,,,Sri Siddhi Vinayaka Matriculation School,Matriculation,,,,,Dharmapuri Town Link,,,,,,,
,,,,Chutty Kidz International Dream School,Play / Primary,,,,,"Kumarapuri, Bharathipuram",,,,,,,
,,,,Little Scholars Pre School,Play / Primary,,,,,Kumarasamypet Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,"Pennagaram Main Road, Sogathur",,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Old Hosur-Adhiyamankottai Road,,,,,,,
,,,,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844",,,,,,,
,,,Thippireddihalli Cluster,Sri Vijay Vidyalaya Matric Higher Secondary School Link,Matriculation,,,,,Pennagaram Road Link,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Thippireddihalli Center,,,,,,,
,,,,Siva Matriculation School Link,Matriculation,,,,,Thippireddihalli Region,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Thippireddihalli Rural,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Pennagaram Main Rd Link,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Old Hosur-Adhiyamankottai Road,,,,,,,
,,,,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram Link",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area Link,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844 Link",,,,,,,
,,,,Variyar Higher Secondary School,Matriculation,,,,,Sogathur X Road Link,,,,,,,
,,,,Auxilium Matriculation Higher Secondary School,Matriculation,,,,,Sogathur Road Link,,,,,,,
,,,,Sri Annamalaiyar Matriculation School,Matriculation,,,,,Hale Dharmapuri Link,,,,,,,
,,,,Adhiyaman Matriculation Higher Secondary School,Matriculation,,,,,Mukkalnaickampatti Town Link,,,,,,,
,,,Kadagathur Cluster,Kamalam International CBSE School,CBSE,,,,,"Naduhalli, Kadagathur",,,,,,,
,,,,Kamalam International School,CBSE,,,,,"Palacode Road, Kamalam Nagar",,,,,,,
,,,,Great Valley International School,CBSE,,,,,"Poosaripatti, Kadagathur",,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Kadagathur Town,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Kadagathur Region,,,,,,,
,,,,Siva Matriculation School Link,Matriculation,,,,,Kadagathur Rural Area,,,,,,,
,,,,Sri Vijay Vidyalaya Matric Higher Secondary School,Matriculation,,,,,Pennagaram Road Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Pennagaram Main Rd Link,,,,,,,
,,,,Dawn Shikshalaya Public School,CBSE,,,,,Thiru Vee Kalyanasundaranar St,,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Old Hosur-Adhiyamankottai Road,,,,,,,
,,,,Yeshua International School ICSE,ICSE / ISC,,,,,"Senthil Nagar, Virupakshipuram Link",,,,,,,
,,,,Jack & Jill Nursery And Primary School,Matric (N&P),,,,,Lakkiampatty Area Link,,,,,,,
,,,,St. Arokia Annai CBSE School,CBSE,,,,,"New Dharmapuri, NH-844 Link",,,,,,,
,,,,Variyar Higher Secondary School,Matriculation,,,,,Sogathur X Road Link,,,,,,,
,,,,Auxilium Matriculation Higher Secondary School,Matriculation,,,,,Sogathur Road Link,,,,,,,
,,Krishnagiri,Bargur Block,Selva International School,CBSE,,,,,B.R.G. Madhepalli Post,,,,,,,
,,,,The Royal International School,CBSE,,,,,Rayakottai Main Road Link,,,,,,,
,,,,Sri Chaitanya Techno School,CBSE,,,,,Bargur Outer Road,,,,,,,
,,,,Senthil Public School (Bargur Extension),CBSE,,,,,Bargur Town Area,,,,,,,
,,,,Bargur Matriculation Higher Secondary School,Matriculation,,,,,Bargur Town Center,,,,,,,
,,,,Vani Matriculation Higher Secondary School,Matriculation,,,,,Santhur Post,,,,,,,
,,,,Sri Vidya Mandir Matriculation Higher Secondary School,Matriculation,,,,,Uthangarai Road Link,,,,,,,
,,,,Vailankanni Matriculation Higher Secondary School,Matriculation,,,,,Bargur Region,,,,,,,
,,,,St. Joseph's Nursery & Primary School,Matric (N&P),,,,,Bargur Center,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Bargur Rural Area,,,,,,,
,,,,Little Stars Montessori Preschool,Play / Primary,,,,,Gandhi Nagar,,,,,,,
,,,,Vivekananda Nursery & Primary School,Matric (N&P),,,,,Bargur Block Area,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Santhur Area Link,,,,,,,
,,,,Barani International School Link,CBSE,,,,,Krishnagiri Border Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,Kaveripattinam Block,Elite Group of Schools,CBSE,,,,,"Indhira Nagar, Palacode Road",,,,,,,
,,,,Ashok Mission's Matric Hr Sec School,Matriculation,,,,,"Kottavur, Nedungal",,,,,,,
,,,,Cambridge Public e-School,CBSE,,,,,"Kakkangarai, Savulur Main Road",,,,,,,
,,,,Royal Matric Higher Secondary School,Matriculation,,,,,"3/245, 1st Cross St, ARS Nagar",,,,,,,
,,,,MKS GopiKrishna Matric Hr. Sec School,Matriculation,,,,,"Major District Road 861, Mittahalli",,,,,,,
,,,,Daffodils Model School,Matriculation,,,,,"PVS Milmedu, Salem Main Rd",,,,,,,
,,,,National-in-Little Kidz School,Matric / Primary,,,,,"1st Cross, Sriramulu Nagar",,,,,,,
,,,,Archana International Residential School,CBSE / Matric,,,,,"NH-7, Salem Main Road, Thimapuram",,,,,,,
,,,,A. S. A. Montfort Nursery and Primary School,Matric (N&P),,,,,"Thomson Pet, Chowttahalli",,,,,,,
,,,,Thuvaraga Matric Hr. Sec. School,Matriculation,,,,,Kaveripattinam Area,,,,,,,
,,,,Sri Maruthi Innova Kids Nursery & Primary School,Matric (N&P),,,,,Kaveripattinam Region,,,,,,,
,,,,St. Pauls Nursery And Primary School,Matric (N&P),,,,,Kaveripattinam Center,,,,,,,
,,,,Seven Hills Nursery Primary School,Matric (N&P),,,,,Kaveripattinam Rural Area,,,,,,,
,,,,Thiru Arutprakasha Matriculation School,Matriculation,,,,,Kaveripattinam Area Link,,,,,,,
,,,,Nalanda International Public School,CBSE,,,,,"Salem Bypass Road, Periamuthu",,,,,,,
,,,Krishnagiri Town,Vailankanni Public School - CBSE,CBSE,,,,,Rayakottai Road,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Rayakottai Road,,,,,,,
,,,,Sri Vijay Vidyalaya Matriculation Higher Secondary School,Matriculation,,,,,Venkatapuram,,,,,,,
,,,,Nalanda International Public School (NIPS),CBSE,,,,,Salem Bypass Road,,,,,,,
,,,,Grand Slam School of Excellence,CBSE,,,,,TNHB Second Phase,,,,,,,
,,,,Eden Garden English School (CBSE),CBSE,,,,,Ibrahim Vakil Colony,,,,,,,
,,,,Trinity Academy,CBSE,,,,,Wahab Nagar,,,,,,,
,,,,Sri Vijay Vidyalaya Matric High School,Matriculation,,,,,Old Pet Center,,,,,,,
,,,,CS International Montessori School,International / Play,,,,,Sathya Sai Nagar,,,,,,,
,,,,Little Wonders Pre School,Play / Primary,,,,,Krishnagiri Center,,,,,,,
,,,,St. Joseph's Nursery & Primary School,Matric (N&P),,,,,Co-operative Colony,,,,,,,
,,,,Vivekananda Nursery & Primary School,Matric (N&P),,,,,New Pet Area,,,,,,,
,,,,Royal Matriculation Higher Secondary School Link,Matriculation,,,,,Krishnagiri Outer Link,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Krishnagiri Block Area,,,,,,,
,,,,Senthil Public School (CBSE),CBSE,,,,,Subedarmedu Link,,,,,,,
,,,Mathur Block,Guna Matric Higher Secondary School,Matriculation,,,,,"Gendigampatti, Mathur",,,,,,,
,,,,Venkateswara Vidyalaya Matriculation Higher Secondary School,Matriculation,,,,,"Pichugoundanhalli, Mathur",,,,,,,
,,,,Edushine School of Excellence,ICSE / CISCE,,,,,"Krishnagiri Road, Mathur",,,,,,,
,,,,Shri Mathur Matriculation Higher Secondary School,Matriculation,,,,,Dharmapuri Tirupattur Road,,,,,,,
,,,,Kalaimagal Kalalaya School,Matriculation,,,,,"Batrahalli, Mathur",,,,,,,
,,,,Bharani International Modern School,CBSE / Matric,,,,,Mathur Region,,,,,,,
,,,,Sri Vigneshwara Nursery & Primary School,Matric (N&P),,,,,Mathur Town,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Mathur Rural Area,,,,,,,
,,,,SRV Matric Hr.Sec School of Excellency,Matriculation,,,,,"Ondimavathur, Pochampalli",,,,,,,
,,,,MGM Matriculation Higher Secondary School,Matriculation,,,,,"Jambukuttapatti, Pochampalli",,,,,,,
,,,,Adhiyaman Public School,CBSE,,,,,"NH77, Malligai Nagar, Uthangarai",,,,,,,
,,,,Sri Vidya Mandir Matriculation Higher Secondary School,Matriculation,,,,,"Ramamoorthy Nagar, Uthangarai",,,,,,,
,,,,Ashok Mission's Matric Hr Sec School,Matriculation,,,,,"Kottavur, Nedungal",,,,,,,
,,,,Selva International School (CBSE),CBSE,,,,,"Chennai-Bangalore Bypass, Bargur",,,,,,,
,,,,RIMS Vidyashram School,CBSE,,,,,"Kuppam Road, Kathinayanapalli",,,,,,,
,,,Uthangarai Block,Adhiyaman Public School,CBSE,,,,,"NH77, Malligai Nagar",,,,,,,
,,,,Sri Vidya Mandir Matriculation Higher Secondary School,Matriculation,,,,,"SH18, Ramamoorthy Nagar",,,,,,,
,,,,Vidhya Vikas Matric Higher Secondary School,Matriculation,,,,,Gangapirampatti,,,,,,,
,,,,Dheeran Chinnamalai International Residential School,CBSE,,,,,Bangalore Main Road,,,,,,,
,,,,Christ Matric Hr Sec School,Matriculation,,,,,"NH 66, Kalluganur",,,,,,,
,,,,Adhiyaman Matric Hr Sec School,Matriculation,,,,,Adhiyaman Nagar,,,,,,,
,,,,R.P.S Matric Hr.Sec. School,Matriculation,,,,,"R.P.S Nagar, Selagarampatti",,,,,,,
,,,,Thuvaraga Matric Hr. Sec. School,Matriculation,,,,,Uthangarai Area,,,,,,,
,,,,Surya Global School,CBSE,,,,,Panadavar Nagar,,,,,,,
,,,,Mothers Matric Higher Secondary School,Matriculation,,,,,Singarapettai Village,,,,,,,
,,,,Mary Ward Matric Higher School,Matriculation,,,,,"NH 77, Mittapalli",,,,,,,
,,,,Avvai Modern School,Matriculation,,,,,Uthangarai Region,,,,,,,
,,,,Cms Matriculation Higher Secondary School,Matriculation,,,,,Uthangarai Town Center,,,,,,,
,,,,Gurukulam Matriculation School,Matriculation,,,,,Uthangarai Rural,,,,,,,
,,,,Selva International School (CBSE) Link,CBSE,,,,,Chennai-Bangalore Bypass Link,,,,,,,
,,,Pochampalli Town,MGM Matriculation Higher Secondary School,Matriculation,,,,,Jambukuttapatti,,,,,,,
,,,,Notre Dame Academy,CBSE,,,,,Jambukuttapatti,,,,,,,
,,,,SRV Matriculation School of Excellence,Matriculation,,,,,Ondimavathur,,,,,,,
,,,,Sri Vinayaga Vidyalaya Matric School,Matriculation,,,,,Pochampalli Town,,,,,,,
,,,,Richmaan Matriculation School,Matriculation,,,,,Pochampalli Town,,,,,,,
,,,,Udhayaam Matriculation School,Matriculation,,,,,Pochampalli Area,,,,,,,
,,,,Sri Bala Vidhya Matric Higher Secondary School,Matriculation,,,,,Pochampalli Rural,,,,,,,
,,,,Anna Arivagam Higher Secondary School,Matriculation,,,,,Pochampalli Region,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Pochampalli Center,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Pochampalli Region,,,,,,,
,,,,Guna Matric Higher Secondary School Link,Matriculation,,,,,Gendigampatti Link,,,,,,,
,,,,Venkateswara Vidyalaya Matriculation Higher Secondary School Link,Matriculation,,,,,Pichugoundanhalli Link,,,,,,,
,,,,Edushine School of Excellence Link,ICSE / CISCE,,,,,Krishnagiri Road Link,,,,,,,
,,,,MKS GopiKrishna Matric Hr. Sec School Link,Matriculation,,,,,Mittahalli Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,Veppanapalli Block,St. Joseph's International School,CBSE,,,,,Periyapanmudlu,,,,,,,
,,,,Sri Ranga Vidyalaya Nursery & Primary School,Matric (N&P),,,,,Veppanapalli Town,,,,,,,
,,,,Sri Vigneshwara Nursery & Primary School,Matric (N&P),,,,,Veppanapalli Region,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Veppanapalli Rural Area,,,,,,,
,,,,Little Wonders Pre School,Play / Primary,,,,,Veppanapalli Center,,,,,,,
,,,,Vailankanni Public School,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,,Sri Vijay Vidyalaya Matriculation Higher Secondary School,Matriculation,,,,,Venkatapuram Link,,,,,,,
,,,,Nalanda International Public School,CBSE,,,,,Salem Bypass Road Link,,,,,,,
,,,,RIMS Vidyashram School,CBSE,,,,,Kathinayanapalli Link,,,,,,,
,,,Shoolagiri Block,Green Valley Public School,CBSE,,,,,Shoolagiri Town,,,,,,,
,,,,Sri Vigneshwara Nursery & Primary School,Matric (N&P),,,,,Shoolagiri Center,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Shoolagiri Rural Area,,,,,,,
,,,,Little Wonders Pre School,Play / Primary,,,,,Shoolagiri Center,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Hosur Road Link,,,,,,,
,,,,Advaith International Academy Link,CBSE / IB,,,,,Hosur Highway Link,,,,,,,
,,,,Sishya School Link,CBSE,,,,,Hosur Outer Link,,,,,,,
,,,,Vailankanni Public School Link,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,,Sri Vijay Vidyalaya Matriculation Higher Secondary School Link,Matriculation,,,,,Venkatapuram Link,,,,,,,
,,,Kelamangalam Block,St. Joseph's International School Link,CBSE,,,,,Kelamangalam Road,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Kelamangalam Town,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Kelamangalam Rural Area,,,,,,,
,,,,Little Wonders Pre School,Play / Primary,,,,,Kelamangalam Center,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Hosur Road Link,,,,,,,
,,,,Advaith International Academy Link,CBSE / IB,,,,,Hosur Highway Link,,,,,,,
,,,,Sishya School Link,CBSE,,,,,Hosur Outer Link,,,,,,,
,,,,St. Mary's Matriculation Higher Secondary School Link,Matriculation,,,,,Denkanikottai Link,,,,,,,
,,,,Vailankanni Public School Link,CBSE,,,,,Rayakottai Road Link,,,,,,,
,,,,Sri Vijay Vidyalaya Matriculation Higher Secondary School Link,Matriculation,,,,,Rayakottai Link,,,,,,,
,,,Thally Block,Asirvanam Nursery & Primary School,Matric (N&P),,,,,Thally Town Center,,,,,,,
,,,,St. Joseph's Nursery & Primary School,Matric (N&P),,,,,Thally Town,,,,,,,
,,,,Sri Ramakrishna Nursery & Primary School,Matric (N&P),,,,,Thally Region,,,,,,,
,,,,K.A.M.S. Nursery and Primary School,Matric (N&P),,,,,Thally Rural Area,,,,,,,
,,,,Little Wonders Pre School,Play / Primary,,,,,Thally Center,,,,,,,
,,,,St. Mary's Matriculation Higher Secondary School Link,Matriculation,,,,,Denkanikottai Link,,,,,,,
,,,,The Vijay Millennium Senior Secondary School Link,CBSE,,,,,Hosur Road Link,,,,,,,
